field_1,序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別,﻿序號
"9492",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","9","59",臺中市,大里區,"0","2","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","14.0",,"51.0","51.0","1.0","12.0","4.0",217340.209260246,2666719.28570043,"2.0","9493.0"
"9497",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","10","10",臺中市,大里區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","16.0","2.0","8.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"12.0","12.0","1.0","13.0","1.0",217273.531706285,2667964.3849669,"2.0","9498.0"
"9680",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","17","40",臺中市,南區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"23.0","23.0","1.0","4.0","4.0",120.650159,24.111728,"4.0","9681.0"
"9691",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","17","51",臺中市,西屯區,"0","0","0","7.0",,,"0.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"7.0","7.0","1.0","3.0","4.0",120.649116,24.16,"3.0","9692.0"
"9697",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","18","1",臺中市,大甲區,"0","1","0","7.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","4.0","4.0",211793.108950814,2693675.90901359,"2.0","9698.0"
"9779",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","25","22","10",臺中市,沙鹿區,"0","1","0","7.0","3.0","6.0","0.0","13.0","21.0","4.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","30.0","2.0","7.0","5.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","15.0",,"85.0","85.0","1.0","5.0","4.0",206354.792665479,2681173.44304147,"2.0","9780.0"
"9802",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","26","5","21",臺中市,霧峰區,"0","0","0","7.0","1.0","6.0","40.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","1.0","17.0","3.0","10.0","1.0","1.0",F01,"7.0","9.0","7.0","16.0","2.0","11.0",,"7.0","7.0","1.0","13.0","4.0",120.661894,24.05839,"3.0","9803.0"
"9829",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","26","7","30",臺中市,豐原區,"0","1","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","1.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","13.0","4.0",221602.229286487,2684471.65696743,"2.0","9830.0"
"9990",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","26","14","19",臺中市,西屯區,"0","1","0","7.0","2.0","6.0","0.0","13.0","21.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","29.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"28.0","28.0","1.0","13.0","4.0",213643.51185917,2673520.38499109,"2.0","9991.0"
"10042",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","26","16","28",臺中市,大里區,"0","1","0","6.0","3.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","12.0",,"14.0","14.0","1.0","12.0","4.0",215349.233472933,2666192.935044,"2.0","10043.0"
"10162",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","26","20","46",臺中市,太平區,"0","0","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","5.0","4.0","1.0","16.0","3.0","10.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"48.0","48.0","1.0","6.0","1.0",120.723188,24.131929,"3.0","10163.0"
"10224",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","27","7","26",臺中市,西區,"0","1","0","7.0","2.0","6.0","40.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","5.0","5.0","2.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","14.0",,"4.0","4.0","1.0","12.0","4.0",215275.316043075,2672194.82045591,"2.0","10225.0"
"10249",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","27","7","48",臺中市,東區,"0","2","0","7.0","3.0","6.0","40.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","8.0","5.0","4.0",F01,"7.0","15.0","7.0","21.0","2.0","12.0",,"21.0","21.0","1.0","12.0","4.0",219252.499174365,2671081.48392379,"2.0","10250.0"
"10281",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","27","8","44",臺中市,東區,"0","1","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","4.0","1.0","18.0","2.0","1.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","9.0","12.0",,"87.0","87.0","1.0","13.0","1.0",218900.041724434,2671449.83165018,"2.0","10282.0"
"10473",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","27","16","24",臺中市,東勢區,"0","1","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","17.0","2.0","1.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"54.0","54.0","1.0","12.0","4.0",232723.59324393,2683067.66071524,"2.0","10474.0"
"10697",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","28","8","52",臺中市,龍井區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","9.0","5.0","5.0","2.0","13.0","2.0","9.0","1.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","7.0","4.0",207693.903989039,2675095.01870753,"2.0","10698.0"
"10856",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","28","14","49",臺中市,北區,"0","0","0","7.0","2.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","4.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","8.0","11.0",,"59.0","59.0","1.0","12.0","4.0",120.68286,24.14556,"3.0","10857.0"
"10935",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","28","17","35",臺中市,西屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"7.0",,"1.0",,,"8.0","8.0","1.0","12.0","4.0",120.646863,24.174714,"4.0","10936.0"
"10992",,"66000",387130000C,(04)23274275,(04)23288582,"2025","2","28","20","53",臺中市,西屯區,"0","1","0","7.0","1.0","6.0","0.0","13.0","21.0","4.0","5.0","2.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","13.0","4.0",208765.266246193,2675260.65660225,"2.0","10993.0"
"46",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","1","9","17",臺中市,北區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"1.0",,"2.0",,,"39.0","39.0","1.0","12.0","4.0",120.685876,24.154916,"3.0","47.0"
"81",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","1","10","40",臺中市,豐原區,"0","2","0","7.0","2.0","6.0","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","8.0","5.0","4.0",F02,"7.0","6.0","7.0","21.0","2.0","12.0",,"14.0","14.0","1.0","12.0","4.0",220436.729877794,2681697.37351195,"2.0","82.0"
"91",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","1","11","8",臺中市,大安區,"0","1","0","7.0","3.0","6.0","50.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","11.0","7.0","21.0","1.0","11.0",,"46.0","46.0","1.0","2.0","4.0",208442.546088802,2692476.16301219,"2.0","92.0"
"109",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","1","11","55",臺中市,太平區,"0","1","0","7.0","3.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","18.0","2.0","7.0","6.0","1.0",F01,"7.0","5.0","7.0","21.0","1.0","12.0",,"84.0","84.0","1.0","12.0","4.0",221754.339097021,2671615.54446918,"2.0","110.0"
"177",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","1","15","15",臺中市,豐原區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","12.0",,"42.0","42.0","1.0","12.0","1.0",120.72381,24.255758,"2.0","178.0"
"226",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","1","17","10",臺中市,大甲區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"7.0","7.0","1.0","2.0","4.0",211665.151138052,2692553.42669225,"2.0","227.0"
"357",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","6","7",臺中市,大里區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"20.0","20.0","1.0","2.0","4.0",218202.926495825,2665637.52113555,"2.0","358.0"
"396",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","10","18",臺中市,北屯區,"0","1","0","6.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","4.0","5.0","1.0","18.0","2.0","9.0","5.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","4.0",218062.673120666,2674044.36993055,"2.0","397.0"
"448",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","12","25",臺中市,石岡區,"0","1","0","7.0","2.0","9.0","50.0","18.0","24.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F02,"7.0","15.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","12.0","4.0",227360.785903205,2685698.15304128,"2.0","449.0"
"498",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","15","27",臺中市,北區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"39.0","39.0","1.0","13.0","4.0",120.686193,24.149269,"3.0","499.0"
"523",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","16","40",臺中市,東勢區,"0","3","0","7.0","3.0","9.0","40.0","13.0","24.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","8.0","5.0","5.0","2.0","11.0","2.0","9.0","1.0","1.0",F01,"7.0","8.0","7.0","21.0","2.0","11.0",,"26.0","26.0","1.0","12.0","4.0",230777.103608903,2685887.46812359,"2.0","524.0"
"525",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","16","47",臺中市,西區,"0","1","0","7.0","1.0","6.0","30.0","13.0","24.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","5.0","5.0","2.0","30.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","12.0","4.0",215966.369608276,2669315.50504291,"2.0","526.0"
"531",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","17","3",臺中市,石岡區,"0","2","0","7.0","2.0","8.0","10.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","2.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","13.0","4.0",228127.943255522,2685464.92094969,"2.0","532.0"
"537",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","2","17","10",臺中市,豐原區,"0","1","0","7.0","2.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","16.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","2.0","4.0",224141.943783762,2683846.02441814,"2.0","538.0"
"622",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","6","46",臺中市,太平區,"0","1","0","6.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","4.0","1.0","18.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","14.0",,"84.0","84.0","1.0","12.0","1.0",221701.849782578,2671589.95459574,"2.0","623.0"
"643",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","7","44",臺中市,北屯區,"0","1","0","7.0","2.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","5.0","4.0","2.0","13.0","2.0","9.0","6.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"58.0","58.0","1.0","12.0","4.0",222272.738793025,2674071.53002563,"2.0","644.0"
"688",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","8","27",臺中市,西屯區,"0","2","0","7.0","2.0","9.0","35.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","12.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","12.0","4.0",212241.476397195,2674213.13713995,"2.0","689.0"
"825",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","15","29",臺中市,烏日區,"0","2","0","7.0","2.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","12.0","4.0",214244.022638131,2665901.84103776,"2.0","826.0"
"837",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","15","59",臺中市,北區,"0","2","0","7.0","2.0","6.0","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","5.0","5.0","2.0","11.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"26.0","26.0","1.0","13.0","4.0",217603.137697045,2673391.75543194,"2.0","838.0"
"871",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","17","2",臺中市,梧棲區,"0","1","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","2.0","12.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","13.0","4.0",202347.120017557,2683811.78392376,"2.0","872.0"
"955",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","20","9",臺中市,西區,"0","2","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"21.0","21.0","1.0","13.0","4.0",214560.979345509,2671117.97410898,"2.0","956.0"
"986",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","3","22","15",臺中市,西屯區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","4.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","5.0","7.0","21.0","2.0","14.0",,"4.0","4.0","1.0","13.0","4.0",213855.701181679,2674049.12662778,"2.0","987.0"
"1011",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","6","50",臺中市,西屯區,"0","1","0","5.0","2.0","6.0","50.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","3.0","5.0","4.0","2.0","12.0","2.0","9.0","2.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","12.0","4.0",210565.116578021,2676468.95129354,"2.0","1012.0"
"1024",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","7","18",臺中市,東勢區,"0","2","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","5.0","1.0","12.0","2.0","9.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","12.0","4.0",233113.459466029,2682851.004052,"2.0","1025.0"
"1043",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","7","45",臺中市,潭子區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"1.0",,"1.0",,,"11.0","11.0","1.0","12.0","4.0",120.701735,24.187887,"4.0","1044.0"
"1064",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","8","0",臺中市,南區,"0","1","0","7.0","1.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","9.0","4.0","5.0","2.0","12.0","3.0","10.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","12.0","1.0",120.680513,24.129012,"2.0","1065.0"
"1065",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","8","1",臺中市,南屯區,"0","1","0","7.0","3.0","6.0","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","2.0","18.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","15.0",,"59.0","59.0","1.0","13.0","4.0",214731.60076813,2669429.81326113,"2.0","1066.0"
"1133",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","9","46",臺中市,梧棲區,"0","0","0","7.0",,,"70.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"2.0",,,"59.0","59.0","1.0","12.0","4.0",120.551971,24.243967,"3.0","1134.0"
"1183",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","11","46",臺中市,西區,"0","1","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","4.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","16.0",,"4.0","4.0","1.0","12.0","4.0",217312.855013686,2670172.66421323,"2.0","1184.0"
"1480",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","21","54",臺中市,西屯區,"0","1","0","5.0","1.0","6.0","40.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","8.0","4.0","4.0","1.0","17.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","13.0","4.0",208233.54480596,2674103.84835813,"2.0","1481.0"
"1481",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","4","21","55",臺中市,西屯區,"0","1","0","5.0","1.0","6.0","40.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","8.0","4.0","4.0","1.0","17.0","3.0","10.0","5.0","4.0",F02,"7.0","15.0","7.0","21.0","2.0","13.0",,"80.0","80.0","1.0","13.0","4.0",120.58894,24.171735,"2.0","1482.0"
"1627",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","5","8","53",臺中市,南屯區,"0","1","0","6.0","3.0","6.0","30.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","8.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","6.0","1.0",214126.308949952,2670512.14569486,"2.0","1628.0"
"1697",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","5","11","20",臺中市,東區,"0","0","0","5.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"6.0",,,"42.0","42.0","1.0","12.0","4.0",120.690547,24.139263,"4.0","1698.0"
"1857",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","5","17","24",臺中市,沙鹿區,"0","2","0","7.0","2.0","6.0","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","13.0","4.0",206061.765907957,2679032.81693747,"2.0","1858.0"
"1937",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","5","19","57",臺中市,大里區,"0","1","0","7.0","1.0","6.0","40.0","5.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","3.0","10.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"48.0","48.0","1.0","5.0","1.0",120.715579,24.094384,"2.0","1938.0"
"2175",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","6","12","29",臺中市,霧峰區,"0","1","0","7.0","2.0","6.0","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","5.0","5.0","4.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","11.0",,"11.0","11.0","1.0","12.0","4.0",219182.137059479,2662079.19484637,"2.0","2176.0"
"2308",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","6","17","44",臺中市,東區,"0","0","0","7.0",,,"40.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"85.0","85.0","1.0","12.0","4.0",120.703427,24.144381,"3.0","2309.0"
"2363",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","6","19","17",臺中市,大里區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"12.0",,,,,F01,,,"7.0",,"1.0",,,"8.0","8.0","1.0","13.0","4.0",120.691828,24.114839,"3.0","2364.0"
"2413",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","6","22","54",臺中市,梧棲區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"9.0",,,"59.0","59.0","1.0","4.0","4.0",120.54503,24.245057,"3.0","2414.0"
"2433",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","7","7","16",臺中市,東區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"82.0","82.0","1.0","13.0","4.0",120.694899,24.151082,"3.0","2434.0"
"2456",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","7","7","42",臺中市,后里區,"0","1","0","6.0","2.0","6.0","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","7.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","4.0","4.0",222175.507216114,2689281.61076204,"2.0","2457.0"
"2657",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","7","17","1",臺中市,北屯區,"0","1","0","6.0","2.0","6.0","40.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","2.0","17.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"58.0","58.0","1.0","12.0","4.0",120.70977,24.18233,"2.0","2658.0"
"2944",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","8","12","28",臺中市,沙鹿區,"0","1","0","7.0","3.0","6.0","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","18.0","2.0","1.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"87.0","87.0","1.0","12.0","4.0",205845.996775435,2680851.28560131,"2.0","2945.0"
"2973",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","8","13","32",臺中市,大里區,"0","1","0","7.0","2.0","6.0","40.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","9.0","12.0",,"43.0","43.0","1.0","3.0","4.0",217093.968281374,2667635.75838597,"2.0","2974.0"
"3019",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","8","15","20",臺中市,北屯區,"0","1","0","7.0","1.0","6.0","50.0","11.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",224575.321851424,2673311.24197421,"2.0","3020.0"
"3153",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","8","21","52",臺中市,東區,"0","2","0","7.0","1.0","6.0","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","3.0","5.0","2.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"11.0","11.0","1.0","13.0","1.0",218555.566667301,2669994.65833673,"2.0","3154.0"
"3244",,"66000",387130000C,(04)23274275,(04)23288582,"2025","3","9","11","6",臺中市,烏日區,"0","1","0","7.0","3.0","6.0","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","4.0","1.0","12.0","2.0","9.0","5.0","2.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"62.0","62.0","1.0","13.0","4.0",212293.153517406,2666752.11512381,"2.0","3245.0"
